2605 24944
1115 88 -0.182321556793954
1115 29 -2.890371757896165
1115 22 -2.890371757896165
1115 812 -2.890371757896165
1116 195 0.000000000000000
1117 360 0.000000000000000
1118 29 -0.693147180559945
1118 138 -0.693147180559945
1119 505 -0.980829253011726
1119 356 -2.079441541679836
1119 736 -2.079441541679836
1119 33 -1.386294361119890
1119 54 -2.079441541679836
1120 22 -0.693147180559945
1120 34 -0.693147180559945
1121 68 -0.510825623765990
1121 8 -1.609437912434100
1121 1394 -1.609437912434100
1122 104 0.000000000000000
1123 252 0.000000000000000
1124 10 0.000000000000000
1125 1126 0.000000000000000
1126 31 0.000000000000000
1127 106 -0.693147180559945
1127 737 -0.693147180559945
1128 34 0.000000000000000
1129 1130 0.000000000000000
1130 70 -1.098612288668110
1130 252 -1.098612288668110
1130 141 -1.098612288668110
1131 1132 -0.693147180559945
1131 1433 -0.693147180559945
1132 96 -0.693147180559945
1132 10 -0.693147180559945
1133 252 0.000000000000000
1134 330 0.000000000000000
1135 10 -1.098612288668110
1135 1302 -1.098612288668110
1135 2132 -1.098612288668110
1136 156 0.000000000000000
1137 8 -1.945910149055313
1137 718 -1.945910149055313
1137 29 -1.945910149055313
1137 34 -1.945910149055313
1137 10 -1.945910149055313
1137 195 -1.945910149055313
1137 76 -1.945910149055313
1138 251 -0.693147180559945
1138 1714 -0.693147180559945
1139 1140 -1.098612288668110
1139 252 -1.098612288668110
1139 54 -1.098612288668110
1140 70 -1.791759469228055
1140 10 -0.693147180559945
1140 147 -1.098612288668110
1141 780 -2.079441541679836
1141 756 -2.079441541679836
1141 192 -0.693147180559945
1141 2134 -2.079441541679836
1141 2196 -2.079441541679836
1142 26 -1.386294361119891
1142 56 -1.386294361119891
1142 10 -1.386294361119891
1142 246 -1.386294361119891
1143 70 0.000000000000000
1144 29 -0.693147180559945
1144 31 -0.693147180559945
1145 1146 -1.609437912434100
1145 106 -1.609437912434100
1145 29 -0.916290731874155
1145 243 -1.609437912434100
1146 1147 -1.386294361119891
1146 76 -1.386294361119891
1146 161 -1.386294361119891
1146 49 -1.386294361119891
1147 110 -0.693147180559945
1147 252 -0.693147180559945
1148 70 0.000000000000000
1149 22 0.000000000000000
1150 10 0.000000000000000
1151 22 0.000000000000000
1152 734 0.000000000000000
1153 76 -1.945910149055313
1153 29 -1.945910149055313
1153 49 -2.639057329615258
1153 54 -1.945910149055313
1153 10 -2.639057329615258
1153 25 -2.639057329615258
1153 68 -2.639057329615258
1153 51 -2.639057329615258
1153 70 -2.639057329615258
1153 57 -2.639057329615258
1153 505 -2.639057329615258
1154 286 -0.693147180559945
1154 18 -1.386294361119891
1154 29 -1.386294361119891
1155 34 -2.079441541679836
1155 68 -1.386294361119890
1155 1981 -1.386294361119890
1155 60 -2.079441541679836
1155 114 -2.079441541679836
1155 1990 -2.079441541679836
1156 29 0.000000000000000
1157 34 -1.098612288668110
1157 130 -1.791759469228055
1157 31 -1.791759469228055
1157 252 -1.791759469228055
1157 581 -1.791759469228055
1158 187 -0.693147180559945
1158 252 -0.693147180559945
1159 29 -0.693147180559945
1159 10 -0.693147180559945
1160 251 0.000000000000000
1161 1162 0.000000000000000
1162 210 0.000000000000000
1163 169 0.000000000000000
1164 305 -1.791759469228055
1164 117 -1.791759469228055
1164 339 -0.405465108108164
1165 10 -1.504077396776274
1165 31 -1.504077396776274
1165 1265 -2.197224577336220
1165 54 -1.504077396776274
1165 104 -1.504077396776274
1166 10 0.000000000000000
1167 171 0.000000000000000
1168 79 -1.098612288668110
1168 427 -1.098612288668110
1168 72 -1.098612288668110
1169 22 -0.693147180559945
1169 159 -0.693147180559945
1170 10 -0.693147180559945
1170 252 -0.693147180559945
1171 34 0.000000000000000
1172 911 -1.386294361119891
1172 2434 -1.386294361119891
1172 2382 -1.386294361119891
1172 535 -1.386294361119891
1173 22 0.000000000000000
1174 524 -2.484906649788000
1174 56 -2.484906649788000
1174 390 -2.484906649788000
1174 138 -2.484906649788000
1174 23 -2.484906649788000
1174 72 -2.484906649788000
1174 166 -2.484906649788000
1174 336 -2.484906649788000
1174 300 -2.484906649788000
1174 356 -2.484906649788000
1174 26 -2.484906649788000
1174 318 -2.484906649788000
1175 49 0.000000000000000
1176 29 -0.693147180559945
1176 777 -0.693147180559945
1177 1178 -1.609437912434100
1177 417 -1.609437912434100
1177 41 -1.609437912434100
1177 69 -1.609437912434100
1177 10 -1.609437912434100
1178 76 0.000000000000000
1179 238 0.000000000000000
1180 303 -0.693147180559945
1180 2410 -0.693147180559945
1181 169 0.000000000000000
1182 924 0.000000000000000
1183 222 0.000000000000000
1184 10 0.000000000000000
1185 217 0.000000000000000
1186 74 0.000000000000000
1187 222 0.000000000000000
1188 54 0.000000000000000
1189 34 0.000000000000000
1190 34 -1.945910149055313
1190 54 -0.847297860387203
1190 29 -1.945910149055313
1190 8 -1.945910149055313
1190 508 -1.945910149055313
1191 1192 0.000000000000000
1192 10 0.000000000000000
1193 54 -1.098612288668110
1193 286 -0.693147180559945
1193 10 -1.791759469228055
1194 902 0.000000000000000
1195 370 -1.098612288668110
1195 528 -1.098612288668110
1195 40 -1.098612288668110
1196 33 0.000000000000000
1197 15 0.000000000000000
1198 10 0.000000000000000
1199 1200 0.000000000000000
1200 70 0.000000000000000
1201 176 -1.098612288668110
1201 173 -0.405465108108164
1202 54 -0.287682072451781
1202 853 -1.386294361119891
1203 1204 0.000000000000000
1204 10 -0.693147180559945
1204 34 -0.693147180559945
1205 33 0.000000000000000
1206 1207 -0.693147180559945
1206 1258 -0.693147180559945
1207 76 -0.405465108108164
1207 10 -1.098612288668110
1208 141 0.000000000000000
1209 10 0.000000000000000
1210 1211 -1.098612288668110
1210 29 -1.098612288668110
1210 1655 -1.098612288668110
1211 31 0.000000000000000
1212 49 -0.154150679827258
1212 300 -1.945910149055313
1213 1094 -1.098612288668110
1213 385 -1.098612288668110
1213 2532 -1.098612288668110
1214 15 -1.791759469228055
1214 147 -1.791759469228055
1214 166 -1.791759469228055
1214 29 -1.791759469228055
1214 205 -1.791759469228055
1214 34 -1.791759469228055
1215 643 -1.791759469228055
1215 141 -1.791759469228055
1215 104 -1.791759469228055
1215 251 -1.791759469228055
1215 54 -1.791759469228055
1215 356 -1.791759469228055
1216 29 -0.693147180559945
1216 76 -0.693147180559945
1217 23 -1.386294361119891
1217 1388 -1.386294361119891
1217 20 -1.386294361119891
1217 104 -1.386294361119891
1218 76 -0.693147180559945
1218 10 -0.693147180559945
1219 617 0.000000000000000
1220 54 -1.098612288668110
1220 286 -1.098612288668110
1220 34 -1.098612288668110
1221 72 -0.693147180559945
1221 353 -1.386294361119891
1221 23 -1.386294361119891
1222 35 -1.386294361119891
1222 10 -1.386294361119891
1222 54 -0.693147180559945
1223 882 0.000000000000000
1224 113 -0.405465108108164
1224 34 -1.098612288668110
1225 286 -1.098612288668110
1225 26 -1.098612288668110
1225 56 -1.098612288668110
1226 10 -0.693147180559945
1226 113 -0.693147180559945
1227 981 -1.791759469228055
1227 49 -1.791759469228055
1227 593 -1.791759469228055
1227 23 -1.791759469228055
1227 219 -1.791759469228055
1227 1681 -1.791759469228055
1228 29 -0.287682072451781
1228 70 -1.386294361119891
1229 356 0.000000000000000
1230 31 0.000000000000000
1231 252 0.000000000000000
1232 70 0.000000000000000
1233 10 -2.772588722239781
1233 54 -2.772588722239781
1233 253 -2.772588722239781
1233 1165 -2.772588722239781
1233 80 -2.772588722239781
1233 366 -2.772588722239781
1233 11 -2.772588722239781
1233 196 -2.772588722239781
1233 650 -2.772588722239781
1233 18 -2.772588722239781
1233 1174 -2.772588722239781
1233 634 -2.079441541679836
1233 15 -2.772588722239781
1233 508 -2.772588722239781
1233 767 -2.772588722239781
1234 72 0.000000000000000
1235 72 -1.386294361119891
1235 147 -1.386294361119891
1235 10 -1.386294361119891
1235 70 -1.386294361119891
1236 113 0.000000000000000
1237 297 0.000000000000000
1238 10 -0.405465108108164
1238 106 -1.098612288668110
1239 49 0.000000000000000
1240 10 0.000000000000000
1241 68 -0.693147180559945
1241 10 -0.693147180559945
1242 76 0.000000000000000
1243 170 0.000000000000000
1244 31 -1.098612288668110
1244 11 -1.098612288668110
1244 1047 -1.098612288668110
1245 38 0.000000000000000
1246 1137 0.000000000000000
1247 10 -0.559615787935423
1247 147 -1.252762968495368
1247 286 -1.945910149055313
1248 113 -0.693147180559945
1248 56 -0.693147180559945
1249 196 0.000000000000000
1250 29 -1.252762968495368
1250 83 -1.945910149055313
1250 10 -1.945910149055313
1250 70 -1.252762968495368
1250 22 -1.945910149055313
1251 54 -0.510825623765990
1251 344 -1.609437912434100
1251 532 -1.609437912434100
1252 15 -0.693147180559945
1252 512 -0.693147180559945
1253 110 0.000000000000000
1254 22 0.000000000000000
1255 10 -2.197224577336219
1255 34 -1.504077396776274
1255 18 -2.890371757896165
1255 29 -2.197224577336219
1255 252 -2.890371757896165
1255 547 -2.890371757896165
1255 22 -2.890371757896165
1255 54 -2.890371757896165
1255 68 -2.890371757896165
1255 4 -2.890371757896165
1255 1153 -2.890371757896165
1255 340 -2.890371757896165
1255 2429 -2.890371757896165
1256 251 -0.693147180559945
1256 60 -0.693147180559945
1257 34 -1.098612288668110
1257 10 -1.098612288668110
1257 868 -1.098612288668110
1258 103 -0.693147180559945
1258 34 -0.693147180559945
1259 490 0.000000000000000
1260 80 0.000000000000000
1261 10 -0.405465108108164
1261 252 -1.098612288668110
1262 879 0.000000000000000
1263 645 0.000000000000000
1264 1265 -0.693147180559945
1264 356 -0.693147180559945
1265 124 -1.386294361119891
1265 34 -1.386294361119891
1265 22 -1.386294361119891
1265 54 -1.386294361119891
1266 113 -1.791759469228055
1266 49 -1.791759469228055
1266 581 -1.791759469228055
1266 74 -1.098612288668110
1266 10 -1.791759469228055
1267 138 -0.980829253011726
1267 31 -2.772588722239781
1267 72 -2.079441541679836
1267 156 -2.772588722239781
1267 49 -2.079441541679836
1267 529 -2.772588722239781
1267 23 -2.772588722239781
1267 12 -2.772588722239781
1267 300 -2.772588722239781
1268 54 0.000000000000000
1269 1270 -1.098612288668110
1269 51 -1.098612288668110
1269 29 -1.098612288668110
1270 114 0.000000000000000
1271 356 0.000000000000000
1272 70 0.000000000000000
1273 330 0.000000000000000
1274 251 -1.609437912434101
1274 104 -2.302585092994046
1274 25 -2.302585092994046
1274 147 -1.203972804325936
1274 446 -2.302585092994046
1274 31 -2.302585092994046
1274 33 -2.302585092994046
1275 22 0.000000000000000
1276 147 -0.693147180559945
1276 113 -0.693147180559945
1277 70 0.000000000000000
1278 1279 -0.693147180559945
1278 10 -0.693147180559945
1279 10 0.000000000000000
1280 15 -1.098612288668110
1280 54 -1.098612288668110
1280 184 -1.098612288668110
1281 286 -1.609437912434100
1281 246 -1.609437912434100
1281 72 -1.609437912434100
1281 138 -1.609437912434100
1281 12 -1.609437912434100
1282 31 0.000000000000000
1283 286 -0.693147180559945
1283 446 -0.693147180559945
1284 72 0.000000000000000
1285 330 0.000000000000000
1286 1287 0.000000000000000
1287 166 0.000000000000000
1288 29 0.000000000000000
1289 70 0.000000000000000
1290 143 -1.178654996341646
1290 56 -2.564949357461537
1290 946 -2.564949357461537
1290 9 -2.564949357461537
1290 1562 -2.564949357461537
1290 371 -2.564949357461537
1290 49 -2.564949357461537
1290 10 -2.564949357461537
1290 18 -1.871802176901591
1291 1292 -1.098612288668110
1291 267 -1.098612288668110
1291 1523 -1.098612288668110
1292 1293 -0.693147180559945
1292 674 -0.693147180559945
1293 10 0.000000000000000
1294 446 -1.791759469228055
1294 74 -1.098612288668110
1294 18 -1.791759469228055
1294 252 -1.791759469228055
1294 76 -1.791759469228055
1295 12 0.000000000000000
1296 49 0.000000000000000
1297 22 -0.916290731874155
1297 54 -1.609437912434100
1297 10 -1.609437912434100
1297 330 -1.609437912434100
1298 49 -1.386294361119891
1298 1834 -1.386294361119891
1298 76 -1.386294361119891
1298 22 -1.386294361119891
1299 1300 -0.693147180559945
1299 95 -0.693147180559945
1300 10 -0.693147180559945
1300 54 -1.386294361119891
1300 157 -1.386294361119891
1301 251 -0.405465108108164
1301 56 -1.098612288668110
1302 15 -1.386294361119891
1302 29 -0.693147180559945
1302 10 -1.386294361119891
1303 12 -0.693147180559945
1303 72 -1.386294361119891
1303 246 -1.386294361119891
1304 23 0.000000000000000
1305 54 -0.405465108108164
1305 366 -1.098612288668110
1306 144 0.000000000000000
1307 1308 -1.386294361119891
1307 1346 -1.386294361119891
1307 173 -1.386294361119891
1307 757 -1.386294361119891
1308 23 0.000000000000000
1309 149 0.000000000000000
1310 537 -0.916290731874155
1310 49 -1.609437912434100
1310 22 -1.609437912434100
1310 1255 -1.609437912434100
1311 70 0.000000000000000
1312 22 -1.791759469228055
1312 251 -0.693147180559945
1312 330 -1.791759469228055
1312 147 -1.791759469228055
1313 1312 0.000000000000000
1314 34 0.000000000000000
1315 184 0.000000000000000
1316 12 -1.609437912434100
1316 113 -1.609437912434100
1316 34 -0.916290731874155
1316 56 -1.609437912434100
1317 72 0.000000000000000
1318 1319 -1.098612288668110
1318 213 -1.098612288668110
1318 10 -1.098612288668110
1319 147 -0.693147180559945
1319 70 -0.693147180559945
1320 407 0.000000000000000
1321 22 0.000000000000000
1322 54 -0.916290731874155
1322 12 -1.609437912434100
1322 567 -1.609437912434100
1322 300 -1.609437912434100
1323 10 0.000000000000000
1324 70 0.000000000000000
1325 580 0.000000000000000
1326 76 -0.693147180559945
1326 169 -0.693147180559945
1327 10 0.000000000000000
1328 70 0.000000000000000
1329 1330 -0.693147180559945
1329 10 -0.693147180559945
1330 1331 0.000000000000000
1331 147 0.000000000000000
1332 76 -1.609437912434100
1332 366 -1.609437912434100
1332 34 -0.916290731874155
1332 10 -1.609437912434100
1333 72 0.000000000000000
1334 70 0.000000000000000
1335 76 -1.098612288668110
1335 113 -1.098612288668110
1335 22 -1.098612288668110
1336 1318 -0.693147180559945
1336 34 -0.693147180559945
1337 29 -0.693147180559945
1337 106 -0.693147180559945
1338 627 -1.386294361119890
1338 299 -2.079441541679836
1338 205 -2.079441541679836
1338 300 -1.386294361119890
1338 229 -2.079441541679836
1338 138 -2.079441541679836
1339 34 0.000000000000000
1340 11 -0.693147180559945
1340 18 -0.693147180559945
1341 10 -1.386294361119890
1341 29 -0.980829253011726
1341 547 -2.079441541679836
1341 68 -1.386294361119890
1342 732 -1.098612288668110
1342 643 -1.098612288668110
1342 330 -1.098612288668110
1343 262 -1.386294361119891
1343 170 -1.386294361119891
1343 1374 -1.386294361119891
1343 815 -1.386294361119891
1344 54 0.000000000000000
1345 54 -0.693147180559945
1345 29 -0.693147180559945
1346 31 0.000000000000000
1347 286 0.000000000000000
1348 1349 0.000000000000000
1349 10 -0.693147180559945
1349 70 -0.693147180559945
1350 286 -0.693147180559945
1350 54 -0.693147180559945
1351 22 0.000000000000000
1352 1353 0.000000000000000
1353 31 0.000000000000000
1354 41 0.000000000000000
1355 31 0.000000000000000
1356 1357 0.000000000000000
1357 34 -1.098612288668110
1357 54 -1.098612288668110
1357 76 -1.098612288668110
1358 22 0.000000000000000
1359 1360 0.000000000000000
1360 15 -1.098612288668110
1360 72 -1.098612288668110
1360 68 -1.098612288668110
1361 72 0.000000000000000
1362 10 0.000000000000000
1363 1364 -1.098612288668110
1363 31 -1.098612288668110
1363 22 -1.098612288668110
1364 10 0.000000000000000
1365 193 -1.609437912434100
1365 49 -0.510825623765990
1365 330 -1.609437912434100
1366 56 0.000000000000000
1367 113 -1.386294361119891
1367 29 -1.386294361119891
1367 194 -1.386294361119891
1367 515 -1.386294361119891
1368 15 0.000000000000000
1369 162 0.000000000000000
1370 267 -0.693147180559945
1370 72 -0.693147180559945
1371 819 -0.693147180559945
1371 29 -0.693147180559945
1372 1058 -1.945910149055313
1372 549 -0.847297860387203
1372 174 -1.945910149055313
1372 29 -1.945910149055313
1372 1298 -1.945910149055313
1373 113 -0.693147180559945
1373 70 -0.693147180559945
1374 25 -0.693147180559945
1374 138 -0.693147180559945
1375 15 -1.945910149055313
1375 162 -1.945910149055313
1375 990 -1.945910149055313
1375 70 -1.945910149055313
1375 51 -1.945910149055313
1375 2314 -1.945910149055313
1375 22 -1.945910149055313
1376 670 -0.693147180559945
1376 2033 -0.693147180559945
1377 1378 0.000000000000000
1378 1379 0.000000000000000
1379 812 0.000000000000000
1380 34 -1.252762968495368
1380 29 -1.252762968495368
1380 252 -1.945910149055313
1380 10 -1.945910149055313
1380 51 -1.945910149055313
1381 70 0.000000000000000
1382 10 -1.540445040947149
1382 113 -2.639057329615258
1382 499 -1.945910149055313
1382 22 -2.639057329615258
1382 18 -2.639057329615258
1382 114 -2.639057329615258
1382 157 -2.639057329615258
1382 443 -2.639057329615258
1382 406 -2.639057329615258
1382 31 -2.639057329615258
1382 484 -2.639057329615258
1383 23 -0.405465108108164
1383 70 -1.098612288668110
1384 68 0.000000000000000
1385 106 0.000000000000000
1386 54 0.000000000000000
1387 106 0.000000000000000
1388 10 0.000000000000000
1389 1390 0.000000000000000
1390 31 -0.693147180559945
1390 639 -0.693147180559945
1391 70 0.000000000000000
1392 70 0.000000000000000
1393 1121 -0.693147180559945
1393 49 -0.693147180559945
1394 29 0.000000000000000
1395 51 -1.945910149055313
1395 262 -1.252762968495368
1395 189 -1.945910149055313
1395 258 -1.945910149055313
1395 81 -1.945910149055313
1395 602 -1.945910149055313
1396 70 -1.098612288668110
1396 29 -0.405465108108164
1397 29 -1.299282984130261
1397 49 -2.397895272798371
1397 35 -2.397895272798371
1397 22 -2.397895272798371
1397 26 -2.397895272798371
1397 10 -2.397895272798371
1397 34 -2.397895272798371
1397 170 -2.397895272798371
1397 521 -2.397895272798371
1398 1399 -1.945910149055313
1398 34 -1.945910149055313
1398 767 -1.945910149055313
1398 10 -1.252762968495368
1398 70 -1.945910149055313
1398 2271 -1.945910149055313
1399 68 -0.510825623765990
1399 23 -1.609437912434100
1399 49 -1.609437912434100
1400 1401 0.000000000000000
1401 68 -1.791759469228055
1401 10 -1.791759469228055
1401 262 -1.791759469228055
1401 217 -1.791759469228055
1401 76 -1.791759469228055
1401 1490 -1.791759469228055
1402 70 0.000000000000000
1403 1404 -0.693147180559945
1403 103 -0.693147180559945
1404 22 0.000000000000000
1405 10 0.000000000000000
1406 23 0.000000000000000
1407 23 0.000000000000000
1408 252 -0.693147180559945
1408 147 -0.693147180559945
1409 803 -0.693147180559945
1409 2168 -0.693147180559945
1410 340 -0.693147180559945
1410 34 -0.693147180559945
1411 137 0.000000000000000
1412 147 -0.693147180559945
1412 10 -0.693147180559945
1413 23 -1.098612288668110
1413 152 -1.098612288668110
1413 1987 -1.098612288668110
1414 1415 0.000000000000000
1415 10 0.000000000000000
1416 33 -1.386294361119891
1416 74 -1.386294361119891
1416 356 -1.386294361119891
1416 26 -1.386294361119891
1417 70 0.000000000000000
1418 22 0.000000000000000
1419 114 0.000000000000000
1420 22 0.000000000000000
1421 54 -1.252762968495368
1421 393 -1.945910149055313
1421 689 -1.945910149055313
1421 23 -1.945910149055313
1421 18 -1.945910149055313
1421 1174 -1.945910149055313
1422 34 0.000000000000000
1423 192 0.000000000000000
1424 84 0.000000000000000
1425 25 0.000000000000000
1426 10 -1.386294361119891
1426 70 -0.693147180559945
1426 29 -1.386294361119891
1427 113 -0.693147180559945
1427 22 -0.693147180559945
1428 26 -1.386294361119891
1428 76 -1.386294361119891
1428 683 -1.386294361119891
1428 117 -1.386294361119891
1429 34 0.000000000000000
1430 379 0.000000000000000
1431 1250 -0.693147180559945
1431 242 -0.693147180559945
1432 251 -1.098612288668110
1432 74 -1.098612288668110
1432 356 -1.791759469228055
1432 76 -1.791759469228055
1433 515 -2.079441541679836
1433 56 -1.386294361119890
1433 29 -2.079441541679836
1433 49 -2.079441541679836
1433 34 -2.079441541679836
1433 22 -2.079441541679836
1433 68 -2.079441541679836
1434 49 -1.098612288668110
1434 29 -1.098612288668110
1434 26 -1.098612288668110
1435 767 -1.386294361119891
1435 22 -1.386294361119891
1435 29 -0.693147180559945
1436 1437 0.000000000000000
1437 54 -1.609437912434100
1437 10 -1.609437912434100
1437 29 -1.609437912434100
1437 545 -1.609437912434100
1437 23 -1.609437912434100
1438 760 0.000000000000000
1439 29 0.000000000000000
1440 9 0.000000000000000
1441 114 -1.504077396776274
1441 80 -2.197224577336220
1441 22 -1.504077396776274
1441 10 -2.197224577336220
1441 74 -2.197224577336220
1441 196 -2.197224577336220
1441 84 -2.197224577336220
1442 336 0.000000000000000
1443 366 0.000000000000000
1444 22 0.000000000000000
1445 166 0.000000000000000
1446 153 0.000000000000000
1447 29 -1.098612288668110
1447 76 -1.098612288668110
1447 356 -1.098612288668110
1448 70 0.000000000000000
1449 74 0.000000000000000
1450 23 0.000000000000000
1451 10 0.000000000000000
1452 88 -0.693147180559945
1452 29 -1.386294361119891
1452 34 -1.386294361119891
1453 54 0.000000000000000
1454 157 -1.098612288668110
1454 662 -1.098612288668110
1454 1921 -1.098612288668110
1455 76 -1.098612288668110
1455 222 -1.098612288668110
1455 22 -1.098612288668110
1456 10 -0.693147180559945
1456 34 -0.693147180559945
1457 29 -1.223775431622116
1457 106 -2.833213344056216
1457 10 -1.446918982936326
1457 34 -2.140066163496271
1457 1762 -2.833213344056216
1457 31 -2.833213344056216
1457 54 -2.833213344056216
1457 76 -2.833213344056216
1457 68 -2.833213344056216
1458 204 -1.386294361119891
1458 36 -1.386294361119891
1458 10 -1.386294361119891
1458 280 -1.386294361119891
1459 34 0.000000000000000
1460 51 -1.098612288668110
1460 138 -1.098612288668110
1460 29 -1.098612288668110
1461 29 0.000000000000000
1462 49 -1.386294361119891
1462 22 -1.386294361119891
1462 1706 -1.386294361119891
1462 97 -1.386294361119891
1463 22 -0.693147180559945
1463 246 -0.693147180559945
1464 14 -0.693147180559945
1464 376 -0.693147180559945
1465 10 -0.405465108108164
1465 34 -1.098612288668110
1466 1467 0.000000000000000
1467 156 0.000000000000000
1468 54 -0.693147180559945
1468 4 -0.693147180559945
1469 490 0.000000000000000
1470 34 0.000000000000000
1471 663 -1.098612288668110
1471 721 -1.098612288668110
1471 1787 -1.098612288668110
1472 49 -0.693147180559945
1472 246 -1.386294361119891
1472 56 -1.386294361119891
1473 113 0.000000000000000
1474 31 0.000000000000000
1475 54 -0.693147180559945
1475 10 -0.693147180559945
1476 49 -0.405465108108164
1476 23 -1.098612288668110
1477 10 0.000000000000000
1478 10 0.000000000000000
1479 22 -1.386294361119891
1479 10 -0.693147180559945
1479 29 -1.386294361119891
1480 499 0.000000000000000
1481 29 -0.693147180559945
1481 196 -0.693147180559945
1482 70 0.000000000000000
1483 138 -1.098612288668110
1483 68 -1.098612288668110
1483 76 -1.098612288668110
1484 113 0.000000000000000
1485 247 -1.386294361119891
1485 1916 -1.386294361119891
1485 222 -1.386294361119891
1485 113 -1.386294361119891
1486 222 -0.693147180559945
1486 29 -0.693147180559945
1487 138 -0.693147180559945
1487 23 -0.693147180559945
1488 1251 0.000000000000000
1489 34 -1.386294361119891
1489 76 -0.693147180559945
1489 1999 -1.386294361119891
1490 748 -0.693147180559945
1490 166 -0.693147180559945
1491 29 -1.609437912434100
1491 286 -1.609437912434100
1491 370 -1.609437912434100
1491 10 -1.609437912434100
1491 54 -1.609437912434100
1492 10 0.000000000000000
1493 365 -1.098612288668110
1493 99 -0.405465108108164
1494 56 -1.609437912434100
1494 323 -1.609437912434100
1494 31 -1.609437912434100
1494 104 -1.609437912434100
1494 2315 -1.609437912434100
1495 49 0.000000000000000
1496 1497 0.000000000000000
1497 10 0.000000000000000
1498 79 0.000000000000000
1499 10 0.000000000000000
1500 72 -1.386294361119891
1500 1992 -1.386294361119891
1500 550 -1.386294361119891
1500 12 -1.386294361119891
1501 70 0.000000000000000
1502 1302 -2.484906649788000
1502 10 -1.791759469228055
1502 1512 -1.791759469228055
1502 716 -2.484906649788000
1502 360 -2.484906649788000
1502 407 -2.484906649788000
1502 1867 -2.484906649788000
1502 2226 -1.791759469228055
1502 2580 -2.484906649788000
1503 1504 0.000000000000000
1504 252 -0.693147180559945
1504 34 -0.693147180559945
1505 15 0.000000000000000
1506 113 -0.693147180559945
1506 252 -0.693147180559945
1507 34 0.000000000000000
1508 252 0.000000000000000
1509 113 -1.098612288668110
1509 156 -1.098612288668110
1509 10 -1.098612288668110
1510 1511 0.000000000000000
1511 714 0.000000000000000
1512 205 -1.791759469228055
1512 10 -1.098612288668110
1512 29 -1.791759469228055
1512 252 -1.791759469228055
1512 113 -1.791759469228055
1513 1514 0.000000000000000
1514 34 0.000000000000000
1515 34 0.000000000000000
1516 29 0.000000000000000
1517 336 0.000000000000000
1518 25 -0.693147180559945
1518 54 -0.693147180559945
1519 377 -0.693147180559945
1519 29 -0.693147180559945
1520 286 0.000000000000000
1521 56 0.000000000000000
1522 10 0.000000000000000
1523 286 -1.098612288668110
1523 83 -1.098612288668110
1523 29 -1.098612288668110
1524 29 -1.098612288668110
1524 54 -1.098612288668110
1524 49 -1.098612288668110
1525 10 0.000000000000000
1526 188 -0.693147180559945
1526 10 -0.693147180559945
1527 76 0.000000000000000
1528 651 -1.386294361119891
1528 10 -0.693147180559945
1528 446 -1.386294361119891
1529 43 -1.098612288668110
1529 114 -1.098612288668110
1529 31 -1.098612288668110
1530 10 0.000000000000000
1531 49 -0.693147180559945
1531 76 -0.693147180559945
1532 29 0.000000000000000
1533 626 -0.693147180559945
1533 1735 -0.693147180559945
1534 1535 0.000000000000000
1535 147 0.000000000000000
1536 10 0.000000000000000
1537 72 0.000000000000000
1538 31 -0.693147180559945
1538 10 -0.693147180559945
1539 68 0.000000000000000
1540 49 0.000000000000000
1541 49 -2.079441541679836
1541 54 -1.386294361119890
1541 166 -2.079441541679836
1541 1267 -2.079441541679836
1541 251 -2.079441541679836
1541 10 -1.386294361119890
1542 22 0.000000000000000
1543 29 0.000000000000000
1544 10 -1.609437912434100
1544 138 -1.609437912434100
1544 104 -0.916290731874155
1544 72 -1.609437912434100
1545 10 -0.510825623765990
1545 34 -1.609437912434100
1545 29 -1.609437912434100
1546 54 0.000000000000000
1547 104 0.000000000000000
1548 22 -1.386294361119891
1548 220 -1.386294361119891
1548 1300 -1.386294361119891
1548 515 -1.386294361119891
1549 10 -0.693147180559945
1549 29 -0.693147180559945
1550 194 0.000000000000000
1551 650 0.000000000000000
1552 34 -1.609437912434100
1552 10 -0.510825623765990
1552 22 -1.609437912434100
1553 251 0.000000000000000
1554 10 0.000000000000000
1555 246 0.000000000000000
1556 56 0.000000000000000
1557 10 0.000000000000000
1558 10 0.000000000000000
1559 23 -0.693147180559945
1559 409 -0.693147180559945
1560 238 0.000000000000000
1561 300 -1.098612288668110
1561 10 -1.098612288668110
1561 243 -1.098612288668110
1562 76 -1.098612288668110
1562 205 -1.098612288668110
1562 10 -1.098612288668110
1563 49 -0.916290731874155
1563 138 -0.916290731874155
1563 246 -1.609437912434100
1564 29 0.000000000000000
1565 1437 0.000000000000000
1566 222 0.000000000000000
1567 879 -0.693147180559945
1567 147 -0.693147180559945
1568 1569 -1.609437912434100
1568 493 -1.609437912434100
1568 116 -1.609437912434100
1568 10 -1.609437912434100
1568 447 -1.609437912434100
1569 280 0.000000000000000
1570 54 0.000000000000000
1571 34 0.000000000000000
1572 76 0.000000000000000
1573 1372 -1.386294361119891
1573 1533 -1.386294361119891
1573 47 -1.386294361119891
1573 2595 -1.386294361119891
1574 10 -0.693147180559945
1574 113 -0.693147180559945
1575 76 0.000000000000000
1576 23 0.000000000000000
1577 568 -1.386294361119891
1577 105 -0.693147180559945
1577 10 -1.386294361119891
1578 1579 0.000000000000000
1579 499 -0.693147180559945
1579 251 -0.693147180559945
1580 10 0.000000000000000
1581 1582 -1.098612288668110
1581 113 -1.098612288668110
1581 54 -1.098612288668110
