6422 130254
1086 2583 -3.332204510175204
1086 3630 -3.332204510175204
1087 27 -0.693147180559945
1087 84 -0.693147180559945
1088 1 -3.295836866004329
1088 3 -4.394449154672439
1088 9 -3.701301974112494
1088 14 -1.755391825057180
1088 27 -3.295836866004329
1088 31 -4.394449154672439
1088 43 -4.394449154672439
1088 64 -4.394449154672439
1088 66 -4.394449154672439
1088 79 -3.295836866004329
1088 84 -4.394449154672439
1088 94 -4.394449154672439
1088 96 -4.394449154672439
1088 114 -4.394449154672439
1088 120 -4.394449154672439
1088 147 -4.394449154672439
1088 226 -2.315007612992603
1088 299 -4.394449154672439
1088 303 -4.394449154672439
1088 329 -3.701301974112494
1088 394 -1.755391825057180
1088 463 -4.394449154672439
1088 520 -3.701301974112494
1088 530 -4.394449154672439
1088 539 -4.394449154672439
1088 597 -4.394449154672439
1088 689 -4.394449154672439
1088 706 -4.394449154672439
1088 815 -4.394449154672439
1088 871 -4.394449154672439
1088 994 -4.394449154672439
1088 1004 -4.394449154672439
1088 1095 -4.394449154672439
1088 1576 -4.394449154672439
1088 1837 -4.394449154672439
1088 2281 -4.394449154672439
1088 2500 -4.394449154672439
1088 2544 -4.394449154672439
1088 6007 -4.394449154672439
1089 66 0.000000000000000
1090 14 -0.472906388903697
1090 27 -3.135494215929150
1090 84 -1.931521411603214
1090 107 -4.234106504597260
1090 147 -2.624668592163159
1090 530 -2.288196355541946
1091 8 -3.737669618283368
1091 9 -3.737669618283368
1091 14 -1.029619417181158
1091 15 -1.791759469228055
1091 31 -3.737669618283368
1091 38 -3.737669618283368
1091 49 -3.044522437723423
1091 67 -3.044522437723423
1091 70 -2.351375257163478
1091 77 -3.737669618283368
1091 84 -3.737669618283368
1091 159 -3.737669618283368
1091 175 -3.737669618283368
1091 207 -3.737669618283368
1091 257 -3.737669618283368
1091 303 -3.044522437723423
1092 8 -2.268683541318364
1092 14 -3.367295829986474
1092 31 -3.367295829986474
1092 37 -4.060443010546419
1092 49 -1.757857917552374
1092 56 -4.060443010546419
1092 70 -2.114532861491106
1092 83 -2.674148649426529
1092 107 -1.863218433210200
1092 129 -4.060443010546419
1092 207 -3.367295829986474
1092 231 -3.367295829986474
1092 235 -3.367295829986474
1092 303 -2.674148649426529
1092 362 -4.060443010546419
1092 696 -4.060443010546419
1092 2166 -4.060443010546419
1092 2924 -3.367295829986474
1093 239 -1.609437912434100
1093 461 -1.609437912434100
1093 530 -1.609437912434100
1093 820 -1.609437912434100
1093 1094 -1.609437912434100
1094 14 -2.079441541679836
1094 43 -2.079441541679836
1094 66 -1.673976433571672
1094 127 -2.772588722239781
1094 168 -2.772588722239781
1094 175 -1.673976433571672
1094 2581 -2.772588722239781
1094 2658 -2.772588722239781
1094 3340 -2.772588722239781
1094 6125 -2.772588722239781
1095 24 -3.761200115693562
1095 69 -2.374905754573672
1095 79 -3.068052935133617
1095 100 -1.969440646465507
1095 112 -3.761200115693562
1095 211 -3.761200115693562
1095 384 -3.761200115693562
1095 386 -3.761200115693562
1095 390 -3.068052935133617
1095 452 -2.662587827025453
1095 487 -3.761200115693562
1095 494 -2.662587827025453
1095 792 -3.761200115693562
1095 884 -3.761200115693562
1095 890 -3.068052935133617
1095 1036 -3.761200115693562
1095 1104 -3.761200115693562
1095 1191 -3.761200115693562
1095 1842 -3.761200115693562
1095 2129 -3.761200115693562
1095 2550 -3.068052935133617
1095 2814 -3.761200115693562
1095 2997 -3.761200115693562
1095 3263 -3.761200115693562
1095 4139 -3.761200115693562
1095 5128 -3.761200115693562
1095 5261 -3.761200115693562
1096 27 -1.098612288668110
1096 84 -1.098612288668110
1096 394 -1.098612288668110
1097 3 -1.098612288668110
1097 27 -1.098612288668110
1097 694 -1.098612288668110
1098 49 0.000000000000000
1099 77 0.000000000000000
1100 8 -1.098612288668110
1100 132 -1.098612288668110
1100 207 -1.098612288668110
1101 1 -2.944438979166441
1101 14 -1.152679509938386
1101 18 -2.944438979166441
1101 27 -2.944438979166441
1101 31 -2.944438979166441
1101 81 -2.944438979166441
1101 110 -2.944438979166441
1101 182 -1.558144618046550
1101 361 -2.944438979166441
1101 530 -2.251291798606495
1102 147 0.000000000000000
1103 8 -3.526360524616162
1103 10 -2.140066163496271
1103 15 -3.526360524616162
1103 31 -1.329135947279942
1103 56 -2.427748235948052
1103 59 -3.526360524616162
1103 61 -3.526360524616162
1103 84 -3.526360524616162
1103 94 -3.526360524616162
1103 142 -3.526360524616162
1103 159 -3.526360524616162
1103 198 -2.427748235948052
1103 1304 -2.833213344056216
1103 1652 -3.526360524616162
1103 2230 -3.526360524616162
1103 3145 -3.526360524616162
1103 3161 -2.833213344056216
1104 8 -3.433987204485146
1104 14 -1.824549292051046
1104 20 -1.488077055429833
1104 27 -2.335374915817037
1104 31 -2.335374915817037
1104 38 -3.433987204485146
1104 80 -2.335374915817037
1104 84 -2.335374915817037
1104 93 -3.433987204485146
1104 175 -3.433987204485146
1104 207 -3.433987204485146
1104 231 -3.433987204485146
1104 971 -3.433987204485146
1105 15 -1.791759469228055
1105 27 -1.791759469228055
1105 37 -1.791759469228055
1105 94 -1.791759469228055
1105 182 -1.098612288668110
1106 8 -3.761200115693562
1106 10 -3.761200115693562
1106 14 -1.681758574013726
1106 18 -3.761200115693562
1106 20 -1.053149914591352
1106 27 -1.969440646465507
1106 37 -2.662587827025453
1106 67 -3.761200115693562
1106 83 -3.761200115693562
1106 84 -3.761200115693562
1106 110 -3.761200115693562
1106 299 -3.761200115693562
1106 530 -3.761200115693562
1106 815 -3.761200115693562
1106 1477 -3.761200115693562
1107 9 -3.433987204485146
1107 14 -2.740840023925201
1107 15 -3.433987204485146
1107 63 -3.433987204485146
1107 64 -3.433987204485146
1107 70 -3.433987204485146
1107 76 -3.433987204485146
1107 81 -3.433987204485146
1107 83 -3.433987204485146
1107 84 -3.433987204485146
1107 111 -3.433987204485146
1107 137 -3.433987204485146
1107 142 -3.433987204485146
1107 419 -3.433987204485146
1107 445 -3.433987204485146
1107 498 -3.433987204485146
1107 530 -3.433987204485146
1107 711 -3.433987204485146
1107 723 -3.433987204485146
1107 792 -3.433987204485146
1107 927 -3.433987204485146
1107 1236 -3.433987204485146
1107 1533 -3.433987204485146
1107 1662 -3.433987204485146
1107 2473 -3.433987204485146
1107 2575 -3.433987204485146
1107 3273 -3.433987204485146
1107 3463 -3.433987204485146
1107 3966 -3.433987204485146
1107 5658 -3.433987204485146
1108 29 -2.639057329615259
1108 57 -2.639057329615259
1108 380 -2.639057329615259
1108 395 -1.945910149055313
1108 400 -2.639057329615259
1108 576 -2.639057329615259
1108 900 -2.639057329615259
1108 1109 -2.639057329615259
1108 1229 -2.639057329615259
1108 2083 -2.639057329615259
1108 3456 -2.639057329615259
1108 4391 -2.639057329615259
1108 4662 -2.639057329615259
1109 539 0.000000000000000
1110 3 -2.484906649788000
1110 14 -2.484906649788000
1110 20 -2.484906649788000
1110 27 -1.791759469228055
1110 66 -1.098612288668110
1110 176 -2.484906649788000
1110 184 -2.484906649788000
1110 215 -2.484906649788000
1111 14 -0.693147180559945
1111 1590 -0.693147180559945
1112 14 -0.526093095896779
1112 27 -2.397895272798371
1112 62 -1.992430164690206
1112 77 -3.091042453358316
1112 147 -2.397895272798371
1112 2796 -3.091042453358316
1113 10 -2.302585092994045
1113 54 -2.302585092994045
1113 66 -0.693147180559945
1113 85 -2.302585092994045
1113 127 -2.302585092994045
1113 129 -2.302585092994045
1114 27 0.000000000000000
1115 15 -2.014903020542265
1115 38 -2.708050201102210
1115 59 -2.708050201102210
1115 70 -1.609437912434100
1115 85 -2.708050201102210
1115 219 -1.098612288668110
1115 894 -2.014903020542265
1116 8 -1.575536360758419
1116 10 -3.367295829986474
1116 18 -2.674148649426529
1116 37 -2.268683541318364
1116 38 -3.367295829986474
1116 59 -3.367295829986474
1116 66 -3.367295829986474
1116 93 -3.367295829986474
1116 121 -3.367295829986474
1116 159 -3.367295829986474
1116 221 -1.757857917552374
1116 329 -2.674148649426529
1116 737 -2.674148649426529
1116 768 -3.367295829986474
1116 1856 -3.367295829986474
1117 3 -3.465735902799727
1117 9 -2.772588722239781
1117 14 -1.163150809805681
1117 18 -3.465735902799727
1117 20 -3.465735902799727
1117 27 -1.163150809805681
1117 66 -2.772588722239781
1117 201 -3.465735902799727
1117 206 -3.465735902799727
1117 215 -3.465735902799727
1117 1720 -3.465735902799727
1117 2349 -3.465735902799727
1118 14 0.000000000000000
1119 20 -1.504077396776274
1119 27 -2.197224577336220
1119 66 -1.504077396776274
1119 129 -2.197224577336220
1119 147 -2.197224577336220
1119 175 -2.197224577336220
1119 530 -2.197224577336220
1120 13 -3.401197381662155
1120 14 -1.609437912434100
1120 15 -3.401197381662155
1120 18 -2.708050201102210
1120 27 -2.302585092994045
1120 37 -3.401197381662155
1120 43 -2.708050201102210
1120 75 -2.708050201102210
1120 84 -1.791759469228055
1120 94 -3.401197381662155
1120 95 -3.401197381662155
1120 134 -2.708050201102210
1120 255 -3.401197381662155
1120 439 -3.401197381662155
1120 815 -3.401197381662155
1121 8 -2.197224577336220
1121 10 -2.197224577336220
1121 38 -2.197224577336220
1121 66 -1.098612288668110
1121 84 -2.197224577336220
1121 129 -2.197224577336220
1121 1429 -2.197224577336220
1122 8 -2.397895272798371
1122 14 -2.397895272798371
1122 18 -2.397895272798371
1122 20 -2.397895272798371
1122 31 -2.397895272798371
1122 38 -1.704748092238425
1122 66 -2.397895272798371
1122 85 -2.397895272798371
1122 207 -2.397895272798371
1122 213 -2.397895272798371
1123 18 -2.197224577336220
1123 27 -1.098612288668110
1123 31 -2.197224577336220
1123 84 -2.197224577336220
1123 201 -2.197224577336220
1123 344 -2.197224577336220
1123 625 -2.197224577336220
1124 14 -0.336472236621213
1124 77 -1.252762968495368
1125 27 -1.098612288668110
1125 127 -1.098612288668110
1125 546 -1.098612288668110
1126 14 -1.609437912434100
1126 27 -1.609437912434100
1126 49 -1.609437912434100
1126 110 -1.609437912434100
1126 479 -1.609437912434100
1127 21 -2.302585092994045
1127 44 -1.203972804325936
1127 152 -2.302585092994045
1127 402 -2.302585092994045
1127 451 -2.302585092994045
1127 550 -2.302585092994045
1127 1012 -2.302585092994045
1127 1026 -2.302585092994045
1128 18 -1.386294361119891
1128 31 -1.386294361119891
1128 129 -1.386294361119891
1128 156 -1.386294361119891
1129 1 -1.609437912434100
1129 14 -0.916290731874155
1129 84 -1.609437912434100
1129 737 -1.609437912434100
1130 15 -0.693147180559945
1130 33 -0.693147180559945
1131 3 -3.737669618283368
1131 9 -3.737669618283368
1131 10 -3.737669618283368
1131 14 -1.945910149055313
1131 27 -2.351375257163478
1131 66 -3.737669618283368
1131 77 -3.737669618283368
1131 79 -3.737669618283368
1131 84 -3.044522437723423
1131 96 -3.737669618283368
1131 110 -1.791759469228055
1131 120 -3.737669618283368
1131 132 -3.737669618283368
1131 134 -3.737669618283368
1131 175 -3.737669618283368
1131 207 -3.737669618283368
1131 213 -3.737669618283368
1131 609 -3.737669618283368
1131 648 -3.737669618283368
1131 666 -3.737669618283368
1131 696 -3.737669618283368
1131 769 -3.737669618283368
1131 3251 -3.044522437723423
1131 4368 -2.639057329615259
1132 123 0.000000000000000
1133 14 -2.512305623976115
1133 20 -1.308332819650179
1133 27 -3.610917912644224
1133 33 -3.610917912644224
1133 35 -3.610917912644224
1133 37 -3.610917912644224
1133 42 -3.610917912644224
1133 66 -1.413693335308005
1133 77 -3.610917912644224
1133 129 -2.917770732084279
1133 206 -2.917770732084279
1133 1176 -3.610917912644224
1133 1247 -2.512305623976115
1133 1909 -3.610917912644224
1134 14 -1.203972804325936
1134 27 -1.609437912434100
1134 81 -2.302585092994045
1134 84 -1.609437912434100
1134 107 -1.609437912434100
1135 239 -0.405465108108164
1135 1136 -1.098612288668110
1136 20 -1.203972804325936
1136 66 -2.302585092994045
1136 70 -1.609437912434100
1136 84 -2.302585092994045
1136 93 -2.302585092994045
1136 175 -2.302585092994045
1136 2914 -2.302585092994045
1137 66 0.000000000000000
1138 61 -1.098612288668110
1138 70 -1.098612288668110
1138 760 -1.098612288668110
1139 14 -2.639057329615259
1139 20 -2.639057329615259
1139 31 -2.639057329615259
1139 59 -1.540445040947149
1139 84 -2.639057329615259
1139 85 -1.252762968495368
1139 93 -1.540445040947149
1140 10 -3.784189633918261
1140 14 -2.397895272798371
1140 15 -3.784189633918261
1140 18 -1.838279484862948
1140 27 -3.784189633918261
1140 49 -3.784189633918261
1140 66 -3.784189633918261
1140 77 -3.784189633918261
1140 81 -3.091042453358316
1140 91 -3.784189633918261
1140 95 -3.784189633918261
1140 110 -3.091042453358316
1140 147 -3.784189633918261
1140 184 -3.784189633918261
1140 200 -3.784189633918261
1140 204 -3.784189633918261
1140 207 -3.784189633918261
1140 223 -3.784189633918261
1140 424 -2.685577345250151
1140 586 -3.784189633918261
1140 661 -3.784189633918261
1140 789 -3.784189633918261
1140 822 -3.784189633918261
1140 1815 -3.784189633918261
1140 1940 -3.784189633918261
1140 2059 -3.784189633918261
1140 2797 -3.784189633918261
1140 2914 -3.784189633918261
1140 2989 -3.784189633918261
1140 3100 -3.784189633918261
1140 4334 -3.784189633918261
1141 14 -1.704748092238425
1141 20 -1.481604540924216
1141 27 -2.397895272798371
1141 66 -3.091042453358316
1141 84 -1.481604540924216
1141 93 -3.091042453358316
1141 159 -3.091042453358316
1141 221 -3.091042453358316
1141 1184 -3.091042453358316
1141 3524 -3.091042453358316
1142 8 -2.397895272798371
1142 10 -3.091042453358316
1142 14 -3.091042453358316
1142 27 -1.704748092238425
1142 43 -3.091042453358316
1142 59 -3.091042453358316
1142 66 -3.091042453358316
1142 110 -2.397895272798371
1142 120 -3.091042453358316
1142 159 -3.091042453358316
1142 207 -1.481604540924216
1142 296 -3.091042453358316
1142 2856 -3.091042453358316
1143 66 0.000000000000000
1144 14 -0.980829253011726
1144 27 -1.791759469228055
1144 54 -3.178053830347946
1144 77 -3.178053830347946
1144 84 -2.484906649788000
1144 147 -3.178053830347946
1144 196 -3.178053830347946
1144 647 -3.178053830347946
1144 1217 -3.178053830347946
1144 1746 -3.178053830347946
1144 2546 -3.178053830347946
1144 5439 -3.178053830347946
1145 66 -3.044522437723423
1145 125 -3.044522437723423
1145 129 -3.044522437723423
1145 205 -3.044522437723423
1145 229 -3.044522437723423
1145 375 -1.945910149055313
1145 530 -3.044522437723423
1145 780 -3.044522437723423
1145 795 -3.044522437723423
1145 1146 -3.044522437723423
1145 1237 -3.044522437723423
1145 1464 -3.044522437723423
1145 1749 -2.351375257163478
1145 1842 -3.044522437723423
1145 2578 -3.044522437723423
1145 2694 -3.044522437723423
1145 3708 -3.044522437723423
1145 4235 -3.044522437723423
1146 56 -2.079441541679836
1146 59 -2.079441541679836
1146 67 -2.079441541679836
1146 93 -0.980829253011726
1146 94 -2.079441541679836
1146 856 -2.079441541679836
1147 207 -0.693147180559945
1147 1148 -0.693147180559945
1148 14 -0.405465108108164
1148 27 -1.098612288668110
1149 8 -3.258096538021482
1149 14 -1.466337068793427
1149 15 -3.258096538021482
1149 18 -2.564949357461537
1149 38 -3.258096538021482
1149 59 -3.258096538021482
1149 66 -2.159484249353372
1149 67 -3.258096538021482
1149 86 -3.258096538021482
1149 156 -3.258096538021482
1149 159 -3.258096538021482
1149 361 -2.159484249353372
1149 369 -3.258096538021482
1149 443 -2.564949357461537
1149 696 -3.258096538021482
1150 329 0.000000000000000
1151 18 -0.693147180559945
1151 20 -0.693147180559945
1152 14 -1.504077396776274
1152 27 -2.197224577336220
1152 37 -2.197224577336220
1152 175 -2.197224577336220
1152 182 -1.504077396776274
1152 344 -2.197224577336220
1152 539 -2.197224577336220
1153 14 -0.693147180559945
1153 212 -0.693147180559945
1154 66 0.000000000000000
1155 10 0.000000000000000
1156 1 -3.496507561466480
1156 8 -3.496507561466480
1156 10 -2.397895272798371
1156 14 -2.397895272798371
1156 15 -3.496507561466480
1156 18 -3.496507561466480
1156 20 -2.397895272798371
1156 27 -2.803360380906535
1156 31 -3.496507561466480
1156 66 -3.496507561466480
1156 83 -3.496507561466480
1156 84 -2.397895272798371
1156 110 -3.496507561466480
1156 156 -3.496507561466480
1156 188 -3.496507561466480
1156 215 -3.496507561466480
1156 221 -3.496507561466480
1156 299 -3.496507561466480
1156 329 -3.496507561466480
1156 420 -3.496507561466480
1156 561 -2.803360380906535
1156 1223 -3.496507561466480
1156 2126 -3.496507561466480
1157 37 0.000000000000000
1158 20 0.000000000000000
1159 14 -0.693147180559945
1159 33 -0.693147180559945
1160 11 -3.367295829986474
1160 14 -2.268683541318364
1160 33 -3.367295829986474
1160 178 -3.367295829986474
1160 317 -1.757857917552374
1160 380 -3.367295829986474
1160 412 -3.367295829986474
1160 1007 -3.367295829986474
1160 1035 -3.367295829986474
1160 1040 -3.367295829986474
1160 1217 -3.367295829986474
1160 1915 -3.367295829986474
1160 2416 -3.367295829986474
1160 2445 -3.367295829986474
1160 2449 -3.367295829986474
1160 2495 -3.367295829986474
1160 2762 -3.367295829986474
1160 3304 -3.367295829986474
1160 3790 -3.367295829986474
1160 3797 -3.367295829986474
1160 4054 -3.367295829986474
1160 4171 -3.367295829986474
1160 4207 -3.367295829986474
1161 14 -1.609437912434100
1161 27 -0.916290731874155
1161 84 -1.609437912434100
1161 428 -1.609437912434100
1162 1 -2.140066163496271
1162 3 -2.833213344056216
1162 9 -2.833213344056216
1162 14 -2.140066163496271
1162 15 -2.833213344056216
1162 18 -2.140066163496271
1162 27 -2.833213344056216
1162 66 -2.833213344056216
1162 79 -2.140066163496271
1162 83 -2.833213344056216
1162 110 -2.140066163496271
1162 223 -2.833213344056216
1163 14 -2.197224577336220
1163 15 -2.602689685444384
1163 18 -3.295836866004329
1163 27 -1.504077396776274
1163 36 -2.602689685444384
1163 64 -3.295836866004329
1163 66 -3.295836866004329
1163 69 -3.295836866004329
1163 107 -3.295836866004329
1163 112 -3.295836866004329
1163 137 -2.602689685444384
1163 147 -3.295836866004329
1163 182 -3.295836866004329
1163 299 -3.295836866004329
1163 1703 -3.295836866004329
1163 2536 -3.295836866004329
1163 2831 -3.295836866004329
1164 14 -1.349926716949016
1164 20 -2.602689685444384
1164 27 -2.602689685444384
1164 49 -3.295836866004329
1164 58 -2.602689685444384
1164 66 -2.197224577336220
1164 69 -3.295836866004329
1164 84 -3.295836866004329
1164 129 -3.295836866004329
1164 137 -3.295836866004329
1164 361 -2.602689685444384
1164 520 -3.295836866004329
1164 539 -3.295836866004329
1164 822 -3.295836866004329
1164 2328 -3.295836866004329
1165 14 -2.251291798606495
1165 27 -2.944438979166441
1165 35 -2.944438979166441
1165 59 -2.944438979166441
1165 66 -0.459532329378440
1165 298 -2.944438979166441
1165 1166 -2.944438979166441
1166 27 0.000000000000000
1167 1 -2.302585092994045
1167 10 -2.995732273553991
1167 14 -2.302585092994045
1167 27 -1.203972804325936
1167 84 -2.302585092994045
1167 85 -2.995732273553991
1167 107 -2.995732273553991
1167 212 -2.995732273553991
1167 463 -1.897119984885881
1167 2381 -2.995732273553991
1168 66 -0.693147180559945
1168 214 -0.693147180559945
1169 14 -0.693147180559945
1169 15 -1.386294361119891
1169 27 -2.079441541679836
1169 4175 -2.079441541679836
1170 14 -0.810930216216329
1170 49 -2.197224577336220
1170 112 -2.197224577336220
1170 175 -2.197224577336220
1170 295 -2.197224577336220
1170 524 -2.197224577336220
1171 20 -0.693147180559945
1171 207 -0.693147180559945
1172 14 0.000000000000000
1173 10 -1.252762968495368
1173 14 -1.252762968495368
1173 66 -1.945910149055313
1173 2356 -1.252762968495368
1174 20 -0.693147180559945
1174 1177 -0.693147180559945
1175 10 -1.098612288668110
1175 14 -1.098612288668110
1175 84 -1.098612288668110
1176 1 -4.691347882229143
1176 3 -3.592735593561034
1176 8 -4.691347882229143
1176 14 -1.555853666299994
1176 18 -4.691347882229143
1176 27 -1.555853666299994
1176 31 -4.691347882229143
1176 38 -4.691347882229143
1176 53 -4.691347882229143
1176 66 -3.081909969795043
1176 77 -4.691347882229143
1176 83 -4.691347882229143
1176 84 -2.611906340549308
1176 89 -3.592735593561034
1176 107 -4.691347882229143
1176 117 -3.081909969795043
1176 127 -4.691347882229143
1176 129 -2.611906340549308
1176 134 -3.998200701669198
1176 147 -4.691347882229143
1176 172 -4.691347882229143
1176 176 -4.691347882229143
1176 189 -4.691347882229143
1176 201 -4.691347882229143
1176 207 -3.998200701669198
1176 219 -4.691347882229143
1176 221 -4.691347882229143
1176 302 -4.691347882229143
1176 415 -4.691347882229143
1176 706 -3.998200701669198
1176 792 -3.305053521109253
1176 2328 -4.691347882229143
1176 2810 -4.691347882229143
1177 14 -2.251291798606495
1177 15 -2.944438979166441
1177 18 -2.944438979166441
1177 27 -1.558144618046550
1177 66 -1.335001066732340
1177 78 -2.944438979166441
1177 129 -2.944438979166441
1177 561 -2.944438979166441
1177 592 -2.944438979166441
1177 1819 -2.944438979166441
1177 4888 -2.944438979166441
1178 18 -1.098612288668110
1178 27 -1.098612288668110
1178 844 -1.098612288668110
1179 14 -0.916290731874155
1179 18 -1.609437912434100
1179 129 -1.609437912434100
1179 1180 -1.609437912434100
1180 18 -0.693147180559945
1180 38 -1.386294361119891
1180 220 -1.386294361119891
1181 27 -0.693147180559945
1181 31 -0.693147180559945
1182 14 -2.197224577336220
1182 27 -2.197224577336220
1182 66 -1.098612288668110
1182 215 -2.197224577336220
1182 284 -2.197224577336220
1182 498 -2.197224577336220
1182 1183 -2.197224577336220
1183 10 -2.484906649788000
1183 14 -2.484906649788000
1183 20 -1.791759469228055
1183 27 -1.791759469228055
1183 31 -2.484906649788000
1183 35 -1.791759469228055
1183 54 -2.484906649788000
1183 97 -2.484906649788000
1183 207 -2.484906649788000
1184 37 -1.791759469228055
1184 43 -1.791759469228055
1184 479 -1.791759469228055
1184 1085 -1.791759469228055
1184 4077 -1.791759469228055
1184 5063 -1.791759469228055
1185 20 -0.693147180559945
1185 182 -0.693147180559945
1186 14 -1.098612288668110
1186 27 -0.405465108108164
1187 57 -3.332204510175204
1187 155 -1.945910149055313
1187 215 -2.639057329615259
1187 268 -1.252762968495368
1187 271 -3.332204510175204
1187 696 -3.332204510175204
1187 872 -2.639057329615259
1187 1084 -3.332204510175204
1187 2907 -2.639057329615259
1187 3142 -1.945910149055313
1187 3977 -3.332204510175204
1187 4729 -3.332204510175204
1188 20 -2.251291798606495
1188 195 -2.944438979166441
1188 412 -2.944438979166441
1188 417 -2.944438979166441
1188 710 -2.944438979166441
1188 720 -2.251291798606495
1188 788 -2.944438979166441
1188 1119 -2.944438979166441
1188 1868 -2.944438979166441
1188 1878 -2.944438979166441
1188 1956 -2.251291798606495
1188 1982 -2.944438979166441
1188 2627 -2.251291798606495
1188 3168 -2.944438979166441
1188 5711 -2.944438979166441
1189 18 0.000000000000000
1190 20 -0.287682072451781
1190 84 -1.386294361119891
1191 10 -1.098612288668110
1191 59 -1.098612288668110
1191 1192 -1.098612288668110
1192 3 -4.262679877041315
1192 4 -4.262679877041315
1192 10 -3.164067588373206
1192 18 -3.164067588373206
1192 20 -4.262679877041315
1192 24 -4.262679877041315
1192 31 -3.164067588373206
1192 37 -4.262679877041315
1192 38 -4.262679877041315
1192 42 -4.262679877041315
1192 43 -4.262679877041315
1192 61 -4.262679877041315
1192 66 -2.470920407813260
1192 75 -4.262679877041315
1192 77 -4.262679877041315
1192 85 -4.262679877041315
1192 90 -4.262679877041315
1192 117 -4.262679877041315
1192 134 -4.262679877041315
1192 175 -4.262679877041315
1192 200 -4.262679877041315
1192 201 -3.569532696481370
1192 207 -3.569532696481370
1192 214 -3.569532696481370
1192 215 -4.262679877041315
1192 224 -3.569532696481370
1192 235 -3.569532696481370
1192 257 -4.262679877041315
1192 283 -4.262679877041315
1192 328 -4.262679877041315
1192 347 -4.262679877041315
1192 369 -3.569532696481370
1192 443 -4.262679877041315
1192 451 -4.262679877041315
1192 570 -4.262679877041315
1192 611 -4.262679877041315
1192 645 -4.262679877041315
1192 692 -4.262679877041315
1192 696 -4.262679877041315
1192 709 -4.262679877041315
1192 794 -4.262679877041315
1192 795 -4.262679877041315
1192 988 -4.262679877041315
1192 2113 -4.262679877041315
1192 2516 -4.262679877041315
1192 2729 -4.262679877041315
1192 2735 -4.262679877041315
1192 2924 -4.262679877041315
1192 2977 -4.262679877041315
1192 3063 -4.262679877041315
1192 3926 -4.262679877041315
1192 4108 -4.262679877041315
1192 4530 -4.262679877041315
1192 5015 -4.262679877041315
1193 18 -1.945910149055313
1193 38 -1.945910149055313
1193 49 -1.945910149055313
1193 81 -1.945910149055313
1193 85 -1.945910149055313
1193 147 -1.945910149055313
1193 175 -1.945910149055313
1194 18 -1.098612288668110
1194 37 -1.098612288668110
1194 117 -1.098612288668110
1195 20 -0.251314428280906
1195 69 -2.197224577336220
1195 117 -2.197224577336220
1196 10 -2.564949357461537
1196 20 -0.955511445027436
1196 27 -1.871802176901591
1196 67 -1.871802176901591
1196 84 -2.564949357461537
1196 93 -2.564949357461537
1196 207 -2.564949357461537
1197 9 -2.639057329615259
1197 30 -2.639057329615259
1197 87 -2.639057329615259
1197 99 -2.639057329615259
1197 103 -2.639057329615259
1197 205 -2.639057329615259
1197 700 -2.639057329615259
1197 816 -2.639057329615259
1197 860 -2.639057329615259
1197 1198 -2.639057329615259
1197 1749 -2.639057329615259
1197 2185 -2.639057329615259
1197 3846 -2.639057329615259
1197 3887 -2.639057329615259
1198 3 -2.772588722239781
1198 10 -2.772588722239781
1198 14 -2.772588722239781
1198 15 -0.980829253011726
1198 27 -2.772588722239781
1198 84 -2.772588722239781
1198 112 -2.772588722239781
1198 663 -2.772588722239781
1198 1199 -2.772588722239781
1198 1746 -2.772588722239781
1198 4488 -2.772588722239781
1199 8 -2.302585092994045
1199 15 -2.995732273553991
1199 38 -2.995732273553991
1199 49 -2.995732273553991
1199 61 -2.995732273553991
1199 83 -1.203972804325936
1199 107 -2.995732273553991
1199 188 -2.995732273553991
1199 231 -1.897119984885881
1199 303 -2.995732273553991
1199 696 -2.995732273553991
1199 1088 -2.995732273553991
1200 66 -1.098612288668110
1200 84 -1.098612288668110
1200 530 -1.098612288668110
1201 66 0.000000000000000
1202 20 -1.386294361119891
1202 85 -1.386294361119891
1202 188 -1.386294361119891
1202 329 -1.386294361119891
1203 14 -1.945910149055313
1203 27 -1.945910149055313
1203 66 -1.945910149055313
1203 129 -1.252762968495368
1203 4100 -1.945910149055313
1203 5378 -1.945910149055313
1204 14 -1.029619417181158
1204 18 -2.639057329615259
1204 20 -1.945910149055313
1204 27 -1.540445040947149
1204 182 -2.639057329615259
1204 201 -2.639057329615259
1204 928 -2.639057329615259
1205 1206 0.000000000000000
1206 14 -1.945910149055313
1206 18 -1.945910149055313
1206 20 -1.945910149055313
1206 66 -1.945910149055313
1206 182 -1.945910149055313
1206 387 -1.945910149055313
1206 1303 -1.945910149055313
1207 14 -1.945910149055313
1207 27 -1.252762968495368
1207 38 -1.945910149055313
1207 77 -1.945910149055313
1207 117 -1.945910149055313
1207 207 -1.945910149055313
1208 20 -0.693147180559945
1208 182 -0.693147180559945
1209 20 -1.609437912434100
1209 27 -1.609437912434100
1209 415 -1.609437912434100
1209 532 -1.609437912434100
1209 3499 -1.609437912434100
1210 1 -3.912023005428146
1210 14 -3.912023005428146
1210 54 -3.912023005428146
1210 66 -0.061875403718088
1211 37 -0.693147180559945
1211 302 -0.693147180559945
1212 18 -2.484906649788000
1212 27 -1.386294361119891
1212 75 -2.484906649788000
1212 84 -2.484906649788000
1212 126 -2.484906649788000
1212 609 -2.484906649788000
1212 1324 -2.484906649788000
1212 2020 -2.484906649788000
1212 2907 -2.484906649788000
1212 4991 -2.484906649788000
1213 9 -2.639057329615259
1213 14 -0.847297860387204
